epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,15251.9,1.17578,5.12773,1.46287,0.40835,0.42614,0.37761,0.223,1.5505,5.4347,1.6316,0.0004396,0.0004396,0.0004396
64,15493.7,1.15933,4.97874,1.4592,0.38144,0.42439,0.35283,0.22475,1.48713,5.54192,1.62265,0.0004354,0.0004354,0.0004354
65,15735.5,1.16916,4.85816,1.44797,0.43015,0.39249,0.4006,0.24818,1.49489,5.30513,1.59713,0.0004312,0.0004312,0.0004312
66,15977.5,1.14919,4.96057,1.44308,0.41357,0.42977,0.40685,0.24336,1.53102,5.14281,1.65967,0.000427,0.000427,0.000427
67,16219.4,1.17434,4.89576,1.45043,0.46815,0.43074,0.43111,0.26448,1.48774,5.03306,1.59324,0.0004228,0.0004228,0.0004228
68,16461.1,1.15663,4.77051,1.4315,0.45352,0.40722,0.42094,0.2701,1.44275,5.11683,1.56525,0.0004186,0.0004186,0.0004186
69,16702.7,1.15044,4.92231,1.45804,0.39094,0.4865,0.38265,0.23823,1.49526,5.20884,1.59626,0.0004144,0.0004144,0.0004144
70,16944,1.141,4.73957,1.44263,0.44506,0.38306,0.38866,0.24458,1.45425,5.25254,1.5835,0.0004102,0.0004102,0.0004102
71,17185.2,1.14342,4.73285,1.44621,0.44516,0.43717,0.42202,0.25408,1.52545,5.1225,1.62321,0.000406,0.000406,0.000406
72,17426.5,1.14349,4.79757,1.44801,0.42742,0.42596,0.41102,0.26916,1.38941,5.26598,1.52868,0.0004018,0.0004018,0.0004018
73,17667.5,1.14942,4.82128,1.44108,0.44974,0.43789,0.40687,0.27032,1.36583,5.18716,1.52113,0.0003976,0.0003976,0.0003976
74,17909,1.13186,4.64359,1.43159,0.4486,0.45448,0.41338,0.26061,1.45806,5.14342,1.56343,0.0003934,0.0003934,0.0003934
75,18150.3,1.12242,4.57971,1.4246,0.46668,0.44343,0.44008,0.2799,1.42768,4.96219,1.55371,0.0003892,0.0003892,0.0003892
76,18392,1.11827,4.58595,1.41765,0.42506,0.44933,0.43462,0.27173,1.43377,4.82621,1.56029,0.000385,0.000385,0.000385
77,18634,1.12416,4.6073,1.4266,0.4642,0.41873,0.4371,0.27066,1.49778,5.01998,1.5931,0.0003808,0.0003808,0.0003808
78,18875.6,1.11876,4.43947,1.41422,0.49672,0.42056,0.45625,0.29948,1.40471,4.82048,1.53003,0.0003766,0.0003766,0.0003766
79,19117.7,1.11418,4.37736,1.41121,0.50095,0.40454,0.45775,0.29339,1.43484,4.93135,1.56323,0.0003724,0.0003724,0.0003724
80,19359.3,1.13426,4.5569,1.43607,0.5151,0.38972,0.43213,0.28133,1.44622,4.95233,1.57348,0.0003682,0.0003682,0.0003682
81,19601.1,1.12224,4.43803,1.42045,0.48319,0.45413,0.44367,0.28511,1.39752,4.93841,1.51655,0.000364,0.000364,0.000364
82,19842.8,1.12493,4.51942,1.42607,0.50336,0.41552,0.4281,0.28024,1.39401,5.31125,1.52392,0.0003598,0.0003598,0.0003598
83,20084.3,1.10747,4.30573,1.40519,0.46303,0.41439,0.42694,0.27023,1.42871,5.08156,1.55206,0.0003556,0.0003556,0.0003556
84,20326,1.08518,4.25614,1.39205,0.47149,0.43116,0.44482,0.28961,1.40071,5.01818,1.5204,0.0003514,0.0003514,0.0003514
85,20567.6,1.10341,4.27839,1.40575,0.4968,0.42844,0.4607,0.29926,1.38219,4.89844,1.50107,0.0003472,0.0003472,0.0003472
86,20809.1,1.08265,4.15115,1.37377,0.54081,0.40962,0.44034,0.29082,1.35789,5.14216,1.49014,0.000343,0.000343,0.000343
87,21050.8,1.11259,4.33328,1.40973,0.47021,0.46176,0.4401,0.29831,1.31939,5.05237,1.47335,0.0003388,0.0003388,0.0003388
88,21292.3,1.08307,4.07926,1.37495,0.4572,0.46653,0.461,0.32193,1.23179,4.81665,1.41672,0.0003346,0.0003346,0.0003346
89,21534.4,1.0788,4.14842,1.3862,0.47507,0.48979,0.46958,0.33979,1.16811,4.80805,1.39406,0.0003304,0.0003304,0.0003304
90,21776.6,1.05046,4.13708,1.38059,0.55407,0.40775,0.45668,0.32878,1.1462,4.91986,1.38846,0.0003262,0.0003262,0.0003262
91,22018.2,1.06857,4.04377,1.37174,0.47204,0.45826,0.45967,0.341,1.10024,4.77108,1.35536,0.000322,0.000322,0.000322
92,22260.5,1.05829,4.03642,1.36904,0.49238,0.45738,0.46728,0.34357,1.06618,4.60438,1.33029,0.0003178,0.0003178,0.0003178
93,22502.6,1.05164,3.96471,1.37453,0.55473,0.42296,0.48087,0.35566,1.0627,4.60404,1.31073,0.0003136,0.0003136,0.0003136
94,22744.5,1.02493,3.99116,1.35793,0.53758,0.44962,0.48214,0.34773,1.06865,4.53092,1.3301,0.0003094,0.0003094,0.0003094
95,22986.2,1.03414,4.0082,1.36004,0.50607,0.49079,0.4809,0.35094,1.05861,4.54754,1.3222,0.0003052,0.0003052,0.0003052
96,23227.8,1.00433,3.91767,1.34172,0.53884,0.46057,0.4971,0.36059,1.11107,4.47187,1.36364,0.000301,0.000301,0.000301
97,23470.4,1.01756,3.89806,1.34609,0.59338,0.44435,0.50058,0.36563,1.06824,4.4627,1.34388,0.0002968,0.0002968,0.0002968
98,23712.5,1.00797,3.86983,1.33647,0.57738,0.4526,0.48874,0.36689,1.05102,4.36185,1.3473,0.0002926,0.0002926,0.0002926
99,23954.5,1.00575,3.82305,1.33714,0.51208,0.46528,0.4977,0.36703,1.05263,4.54505,1.32411,0.0002884,0.0002884,0.0002884
100,24196.8,1.00734,3.8136,1.32985,0.60205,0.4254,0.49107,0.36632,1.04377,4.56191,1.32855,0.0002842,0.0002842,0.0002842
101,24438.5,0.9908,3.65707,1.31205,0.58667,0.44752,0.52109,0.38759,1.03141,4.45389,1.31819,0.00028,0.00028,0.00028
102,24680.8,0.9821,3.69945,1.30854,0.52755,0.47008,0.51672,0.39111,1.01454,4.30207,1.30791,0.0002758,0.0002758,0.0002758
103,24922.8,1.0091,3.74113,1.34133,0.60863,0.43572,0.5028,0.37549,1.04116,4.48929,1.33621,0.0002716,0.0002716,0.0002716
104,25164.2,0.96399,3.66015,1.31422,0.54292,0.48542,0.51337,0.38334,1.04607,4.31819,1.3388,0.0002674,0.0002674,0.0002674
105,25405.6,0.99728,3.72484,1.33857,0.52138,0.49332,0.50631,0.37542,1.00376,4.34283,1.30922,0.0002632,0.0002632,0.0002632
106,25647.4,0.97959,3.60417,1.32596,0.59646,0.45357,0.51312,0.38587,0.98988,4.2414,1.30184,0.000259,0.000259,0.000259
107,25889.4,0.98372,3.65612,1.32113,0.57242,0.44867,0.50969,0.38566,1.00022,4.45838,1.30946,0.0002548,0.0002548,0.0002548
108,26131,0.97395,3.55114,1.30158,0.58198,0.47345,0.52281,0.39235,0.9907,4.20836,1.29102,0.0002506,0.0002506,0.0002506
109,26373.1,0.97765,3.5954,1.32217,0.56728,0.48807,0.52146,0.3925,0.98668,4.26438,1.28755,0.0002464,0.0002464,0.0002464
110,26615.3,0.96057,3.43889,1.29644,0.54709,0.46313,0.50366,0.37692,0.98964,4.57553,1.28739,0.0002422,0.0002422,0.0002422
111,26857.2,0.95703,3.46806,1.30737,0.58693,0.44909,0.5043,0.3738,1.00722,4.48656,1.30413,0.000238,0.000238,0.000238
112,27099.2,0.96641,3.57153,1.31319,0.56736,0.45633,0.49176,0.36666,1.01158,4.41994,1.30566,0.0002338,0.0002338,0.0002338
113,27341,0.97114,3.50311,1.30853,0.56229,0.46796,0.51893,0.3909,0.98851,4.27955,1.28238,0.0002296,0.0002296,0.0002296
114,27582.5,0.95435,3.33276,1.29032,0.60812,0.49255,0.53749,0.40174,1.00806,4.24884,1.31261,0.0002254,0.0002254,0.0002254
115,27824.4,0.9555,3.29486,1.29244,0.58643,0.47381,0.52363,0.39197,1.01441,4.42784,1.31327,0.0002212,0.0002212,0.0002212
116,28065.9,0.96729,3.56132,1.32154,0.58547,0.43734,0.50102,0.37995,1.00405,4.5098,1.29032,0.000217,0.000217,0.000217
117,28307.9,0.93054,3.33751,1.28597,0.5754,0.47292,0.53194,0.40633,0.98739,4.3624,1.29079,0.0002128,0.0002128,0.0002128
118,28549.8,0.94544,3.36477,1.3019,0.55181,0.47824,0.51968,0.39025,1.00169,4.403,1.30272,0.0002086,0.0002086,0.0002086
119,28791.3,0.95298,3.38856,1.30413,0.5426,0.50801,0.52154,0.39489,0.99934,4.39507,1.29118,0.0002044,0.0002044,0.0002044
120,29032.9,0.94634,3.35101,1.28961,0.52971,0.50299,0.54012,0.40085,0.99253,4.26579,1.30011,0.0002002,0.0002002,0.0002002
121,29274.8,0.94454,3.30187,1.2931,0.59581,0.44287,0.51954,0.39283,0.99121,4.37082,1.29253,0.000196,0.000196,0.000196
122,29516.9,0.93611,3.26241,1.28182,0.62515,0.46318,0.53648,0.40316,0.98651,4.29773,1.30002,0.0001918,0.0001918,0.0001918
123,29758.6,0.91306,3.21173,1.27087,0.57978,0.45044,0.53367,0.40758,0.97275,4.28632,1.28449,0.0001876,0.0001876,0.0001876
124,30000.8,0.91826,3.10147,1.26577,0.60073,0.48871,0.54039,0.41085,0.99315,4.31533,1.31047,0.0001834,0.0001834,0.0001834
125,30243.3,0.91158,3.21398,1.27721,0.60503,0.49718,0.55144,0.42573,0.96694,4.14425,1.28922,0.0001792,0.0001792,0.0001792
126,30485.9,0.91058,3.1217,1.26049,0.60368,0.47817,0.53292,0.40583,0.96871,4.44322,1.28138,0.000175,0.000175,0.000175
127,30728.3,0.89726,3.10432,1.2617,0.57496,0.50051,0.53707,0.41542,0.96127,4.27449,1.2639,0.0001708,0.0001708,0.0001708
128,30970.5,0.9118,3.15562,1.2679,0.55222,0.52445,0.53674,0.41269,0.95598,4.26597,1.26099,0.0001666,0.0001666,0.0001666
129,31212.8,0.90433,3.1037,1.2681,0.60315,0.47399,0.54228,0.41397,0.96292,4.16889,1.2854,0.0001624,0.0001624,0.0001624
130,31454.3,0.90226,3.12929,1.26835,0.62623,0.472,0.53902,0.41605,0.94253,4.30101,1.26389,0.0001582,0.0001582,0.0001582
131,31696.1,0.90379,3.03123,1.25606,0.61419,0.49036,0.5487,0.42434,0.94506,4.11081,1.26062,0.000154,0.000154,0.000154
132,31938.1,0.90469,3.04042,1.25937,0.54551,0.55231,0.54858,0.42238,0.96112,4.24321,1.2748,0.0001498,0.0001498,0.0001498
133,32179.9,0.89036,3.06776,1.26279,0.55703,0.53483,0.55638,0.42771,0.95888,4.19519,1.28777,0.0001456,0.0001456,0.0001456
134,32421.8,0.88953,2.98071,1.24546,0.56802,0.5151,0.5575,0.43065,0.9485,4.17603,1.27614,0.0001414,0.0001414,0.0001414
135,32664,0.89736,3.02656,1.25576,0.60246,0.47561,0.54087,0.41525,0.97958,4.43107,1.30698,0.0001372,0.0001372,0.0001372
136,32905.7,0.88365,2.89965,1.24396,0.60538,0.49646,0.55239,0.42205,0.96339,4.30247,1.29267,0.000133,0.000133,0.000133
137,33147.5,0.887,2.98986,1.25543,0.53894,0.54824,0.55848,0.42515,0.97677,4.23818,1.30814,0.0001288,0.0001288,0.0001288
138,33389.1,0.86992,2.92529,1.24253,0.65231,0.46442,0.5528,0.42346,0.97193,4.25624,1.28765,0.0001246,0.0001246,0.0001246
139,33630.7,0.88116,2.89897,1.24967,0.67942,0.45068,0.5575,0.42976,0.97,4.27629,1.28489,0.0001204,0.0001204,0.0001204
140,33872.4,0.88779,2.90692,1.2543,0.66606,0.45487,0.55061,0.42694,0.96326,4.29562,1.28509,0.0001162,0.0001162,0.0001162
141,34114.9,0.76141,1.89178,1.1726,0.64276,0.45201,0.53709,0.4098,0.98334,4.34492,1.30168,0.000112,0.000112,0.000112
142,34356.5,0.75679,1.74777,1.16262,0.59125,0.47607,0.54717,0.42256,0.96598,4.21608,1.28652,0.0001078,0.0001078,0.0001078
143,34598,0.73909,1.73833,1.14281,0.59021,0.48237,0.54175,0.41812,0.95067,4.39959,1.27879,0.0001036,0.0001036,0.0001036
144,34839.4,0.75451,1.70921,1.15331,0.57907,0.48475,0.54509,0.41493,0.96823,4.33176,1.27967,9.94e-05,9.94e-05,9.94e-05
145,35080.9,0.7399,1.65962,1.1488,0.61291,0.47972,0.53734,0.41235,0.96385,4.41411,1.28476,9.52e-05,9.52e-05,9.52e-05
146,35322.4,0.74044,1.60095,1.14483,0.62774,0.45187,0.53556,0.4096,0.9609,4.5004,1.28632,9.1e-05,9.1e-05,9.1e-05
147,35564.3,0.72968,1.62812,1.13933,0.56341,0.50951,0.54941,0.42079,0.94935,4.34568,1.27886,8.68e-05,8.68e-05,8.68e-05
148,35805.9,0.74022,1.59541,1.14806,0.6159,0.49645,0.55611,0.42383,0.96109,4.29245,1.27765,8.26e-05,8.26e-05,8.26e-05
149,36047.7,0.71306,1.57135,1.12833,0.58121,0.49428,0.53378,0.41139,0.95388,4.35765,1.26093,7.84e-05,7.84e-05,7.84e-05
150,36289.4,0.719,1.57899,1.14222,0.5742,0.47499,0.53141,0.41541,0.93518,4.41034,1.25476,7.42e-05,7.42e-05,7.42e-05
