epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,5710.44,1.18982,2.13882,1.44328,0.21827,0.42141,0.25122,0.17694,1.16365,2.02953,1.38658,0.0007096,0.0007096,0.0007096
46,5836.96,1.19392,2.14453,1.46345,0.28726,0.36917,0.25026,0.17331,1.16323,2.02951,1.4049,0.000703,0.000703,0.000703
47,5963.55,1.18978,2.08715,1.45271,0.26083,0.33168,0.26603,0.17725,1.31468,2.022,1.46225,0.0006964,0.0006964,0.0006964
48,6089.94,1.18955,2.09522,1.46759,0.30095,0.314,0.27065,0.18905,1.19923,2.01751,1.40389,0.0006898,0.0006898,0.0006898
49,6215.35,1.17821,2.11669,1.45746,0.25873,0.43895,0.26488,0.18856,1.12564,1.99204,1.37517,0.0006832,0.0006832,0.0006832
50,6340.45,1.18185,2.0266,1.4449,0.26992,0.37676,0.27585,0.19021,1.1676,1.99301,1.40012,0.0006766,0.0006766,0.0006766
51,6465.77,1.15538,1.99621,1.44079,0.28275,0.31168,0.25807,0.18325,1.1269,1.98411,1.36969,0.00067,0.00067,0.00067
52,6591.35,1.15882,2.06141,1.44132,0.27028,0.36179,0.2649,0.19035,1.10035,1.96798,1.35961,0.0006634,0.0006634,0.0006634
53,6716.66,1.15222,1.99266,1.4224,0.24705,0.39403,0.28264,0.20809,1.10357,1.91587,1.36553,0.0006568,0.0006568,0.0006568
54,6842.2,1.1408,2.00972,1.42173,0.25092,0.41855,0.28862,0.2053,1.10299,1.8778,1.34921,0.0006502,0.0006502,0.0006502
55,6967.47,1.14593,2.03509,1.42744,0.27876,0.33888,0.28921,0.20919,1.1086,1.91229,1.35587,0.0006436,0.0006436,0.0006436
56,7092.9,1.14353,1.97126,1.41798,0.27839,0.34612,0.28945,0.20693,1.102,1.91574,1.34823,0.000637,0.000637,0.000637
57,7218.89,1.14969,1.99084,1.42336,0.26715,0.37308,0.2893,0.20662,1.15113,1.95167,1.36783,0.0006304,0.0006304,0.0006304
58,7345.5,1.13284,1.95647,1.41804,0.27227,0.43216,0.28527,0.20878,1.06879,1.87372,1.33765,0.0006238,0.0006238,0.0006238
59,7471.43,1.13953,1.95846,1.42042,0.28246,0.35358,0.28739,0.20646,1.06956,1.84636,1.3482,0.0006172,0.0006172,0.0006172
60,7596.72,1.09849,1.90514,1.39446,0.31286,0.31616,0.28898,0.21145,1.18408,2.00386,1.4513,0.0006106,0.0006106,0.0006106
61,7722.06,1.10604,1.9271,1.39561,0.28964,0.36461,0.28362,0.20292,1.1428,1.92096,1.39735,0.000604,0.000604,0.000604
62,7847.32,1.09676,1.90704,1.39069,0.31801,0.3677,0.32442,0.23969,1.11271,1.83884,1.39003,0.0005974,0.0005974,0.0005974
63,7973.54,1.1083,1.88209,1.39837,0.32791,0.33461,0.3013,0.22026,1.0474,1.84383,1.32876,0.0005908,0.0005908,0.0005908
64,8099.19,1.10266,1.86448,1.39596,0.28476,0.35535,0.29763,0.21305,1.10921,1.90445,1.37816,0.0005842,0.0005842,0.0005842
65,8224.47,1.10268,1.87308,1.39073,0.31938,0.33927,0.28602,0.21196,1.07362,1.91512,1.35411,0.0005776,0.0005776,0.0005776
66,8350.6,1.0964,1.85712,1.403,0.28632,0.4241,0.29797,0.21802,1.06481,1.83646,1.32727,0.000571,0.000571,0.000571
67,8476.72,1.06124,1.84693,1.37829,0.35303,0.36814,0.32774,0.24297,1.09763,1.81477,1.39936,0.0005644,0.0005644,0.0005644
68,8603.51,1.08136,1.84407,1.38693,0.30284,0.43107,0.30797,0.2287,1.06062,1.82245,1.35663,0.0005578,0.0005578,0.0005578
69,8730.01,1.09763,1.8761,1.40201,0.34078,0.34702,0.3096,0.22231,1.12653,1.86535,1.42249,0.0005512,0.0005512,0.0005512
70,8856.32,1.07369,1.80269,1.36592,0.37219,0.38124,0.32804,0.24958,1.03944,1.84691,1.33155,0.0005446,0.0005446,0.0005446
71,8982.45,1.06602,1.81623,1.3704,0.30568,0.39548,0.29455,0.22007,1.07517,1.89867,1.34033,0.000538,0.000538,0.000538
72,9108.22,1.076,1.81842,1.37646,0.32151,0.36585,0.30948,0.22951,1.13985,1.86421,1.41919,0.0005314,0.0005314,0.0005314
73,9234.11,1.05502,1.79093,1.36683,0.32176,0.3911,0.34173,0.25249,1.06495,1.87381,1.34814,0.0005248,0.0005248,0.0005248
74,9359.65,1.06016,1.80653,1.36781,0.3082,0.40059,0.31595,0.2339,1.06234,1.83121,1.35948,0.0005182,0.0005182,0.0005182
75,9485.09,1.07434,1.80803,1.38473,0.31219,0.43204,0.35073,0.26398,1.04031,1.75458,1.33515,0.0005116,0.0005116,0.0005116
76,9611.89,1.06362,1.76493,1.37513,0.32086,0.40393,0.33811,0.24618,1.07904,1.81702,1.36717,0.000505,0.000505,0.000505
77,9738.81,1.03737,1.72148,1.349,0.3252,0.39436,0.34213,0.25942,1.05225,1.75434,1.35846,0.0004984,0.0004984,0.0004984
78,9865.55,1.04687,1.71751,1.36223,0.35637,0.38265,0.35475,0.26663,1.04245,1.77918,1.34543,0.0004918,0.0004918,0.0004918
79,9992.45,1.0614,1.75071,1.36432,0.36069,0.36343,0.34688,0.26182,0.99401,1.76902,1.29608,0.0004852,0.0004852,0.0004852
80,10118.6,1.03842,1.7358,1.36014,0.3988,0.41555,0.36588,0.27689,1.02466,1.71067,1.31512,0.0004786,0.0004786,0.0004786
81,10244.4,1.04501,1.74921,1.36178,0.32858,0.4221,0.3413,0.25816,1.03642,1.80909,1.34695,0.000472,0.000472,0.000472
82,10370.1,1.02797,1.69415,1.34564,0.3516,0.39582,0.36072,0.27688,1.02108,1.71734,1.33713,0.0004654,0.0004654,0.0004654
83,10495.3,1.0225,1.71293,1.33866,0.40807,0.37237,0.35882,0.27157,1.02887,1.73083,1.3519,0.0004588,0.0004588,0.0004588
84,10622.2,1.04551,1.71137,1.36331,0.38748,0.398,0.35722,0.2748,1.0069,1.73542,1.32914,0.0004522,0.0004522,0.0004522
85,10747.3,1.01688,1.6229,1.32585,0.4063,0.3927,0.36946,0.28583,1.00115,1.70213,1.311,0.0004456,0.0004456,0.0004456
86,10872.5,1.02628,1.67377,1.34995,0.38082,0.39177,0.37833,0.2901,0.97163,1.72924,1.31003,0.000439,0.000439,0.000439
87,10997.7,1.00504,1.62264,1.32782,0.44182,0.42031,0.3804,0.29286,1.01185,1.74567,1.33208,0.0004324,0.0004324,0.0004324
88,11123,1.02557,1.6554,1.34474,0.42425,0.42073,0.39268,0.29984,1.00219,1.69948,1.33098,0.0004258,0.0004258,0.0004258
89,11248.4,1.00642,1.61147,1.32627,0.39247,0.36812,0.34746,0.26501,1.00838,1.84355,1.32263,0.0004192,0.0004192,0.0004192
90,11373.6,0.99866,1.61922,1.32233,0.41424,0.37098,0.37051,0.28359,1.00276,1.67276,1.3201,0.0004126,0.0004126,0.0004126
91,11498.9,0.99383,1.5892,1.30678,0.3709,0.46769,0.39617,0.3029,0.97152,1.64126,1.29262,0.000406,0.000406,0.000406
92,11624.5,1.007,1.61334,1.33528,0.40656,0.39878,0.38259,0.29003,1.02002,1.69626,1.33452,0.0003994,0.0003994,0.0003994
93,11749.8,0.98631,1.5691,1.31141,0.39603,0.42307,0.36354,0.2784,0.99732,1.75495,1.31681,0.0003928,0.0003928,0.0003928
94,11875.1,0.98835,1.59269,1.32527,0.37755,0.45133,0.38369,0.29214,1.00356,1.69448,1.332,0.0003862,0.0003862,0.0003862
95,12000.4,0.98799,1.59212,1.3149,0.37826,0.48344,0.37528,0.28801,0.9715,1.67674,1.3032,0.0003796,0.0003796,0.0003796
96,12125.6,0.98771,1.58915,1.32047,0.40125,0.44762,0.38399,0.29484,0.96493,1.6871,1.30665,0.000373,0.000373,0.000373
97,12251.1,0.97636,1.56398,1.31348,0.43008,0.46181,0.40707,0.31433,0.98839,1.64368,1.32018,0.0003664,0.0003664,0.0003664
98,12376.3,0.96445,1.53916,1.30654,0.4162,0.42606,0.39446,0.30725,0.96208,1.66783,1.28088,0.0003598,0.0003598,0.0003598
99,12501.2,0.98023,1.5362,1.30244,0.41374,0.40984,0.38692,0.30326,0.97429,1.70097,1.31325,0.0003532,0.0003532,0.0003532
100,12626.1,0.97784,1.53619,1.30243,0.37157,0.45674,0.38317,0.29406,0.97686,1.69497,1.31594,0.0003466,0.0003466,0.0003466
101,12751.1,0.98608,1.54018,1.31279,0.42143,0.43276,0.4139,0.31769,0.98934,1.59912,1.32055,0.00034,0.00034,0.00034
102,12876.2,0.98435,1.54702,1.31792,0.42753,0.43971,0.41489,0.31484,1.00204,1.62515,1.31898,0.0003334,0.0003334,0.0003334
103,13001.2,0.96133,1.47892,1.29779,0.40424,0.49385,0.41535,0.3134,0.96885,1.5905,1.27723,0.0003268,0.0003268,0.0003268
104,13126,0.96035,1.49764,1.29928,0.40955,0.43104,0.39372,0.29824,0.98368,1.62824,1.31471,0.0003202,0.0003202,0.0003202
105,13250.7,0.9594,1.48927,1.30391,0.43008,0.40384,0.39452,0.29953,0.9725,1.64366,1.29602,0.0003136,0.0003136,0.0003136
106,13375.6,0.95307,1.45604,1.29332,0.4176,0.4795,0.4201,0.32605,0.98789,1.61963,1.3107,0.000307,0.000307,0.000307
107,13500.5,0.95693,1.48579,1.29502,0.42753,0.43172,0.41538,0.32364,0.97745,1.62756,1.29724,0.0003004,0.0003004,0.0003004
108,13625.3,0.93449,1.46142,1.27974,0.46186,0.42927,0.42849,0.33503,0.9439,1.56535,1.266,0.0002938,0.0002938,0.0002938
109,13750.2,0.95119,1.47581,1.2994,0.43913,0.46598,0.41768,0.32514,0.97037,1.59567,1.29732,0.0002872,0.0002872,0.0002872
110,13875.2,0.93037,1.44655,1.28028,0.42847,0.44622,0.42084,0.3293,0.99776,1.66591,1.32821,0.0002806,0.0002806,0.0002806
111,14000,0.92627,1.42635,1.27797,0.49126,0.41987,0.43464,0.34105,0.96631,1.57469,1.30054,0.000274,0.000274,0.000274
112,14125.2,0.9194,1.41958,1.27286,0.46906,0.42536,0.42353,0.33287,0.95078,1.58544,1.27576,0.0002674,0.0002674,0.0002674
113,14250.1,0.92443,1.41032,1.26856,0.5057,0.45018,0.45845,0.35199,0.96998,1.53361,1.28771,0.0002608,0.0002608,0.0002608
114,14375.2,0.92096,1.40084,1.27141,0.46982,0.4666,0.44183,0.34355,0.94278,1.5774,1.26655,0.0002542,0.0002542,0.0002542
115,14500.3,0.94649,1.44437,1.29746,0.48922,0.42846,0.44577,0.34614,0.9647,1.5831,1.28781,0.0002476,0.0002476,0.0002476
116,14625.3,0.93096,1.39148,1.26892,0.49526,0.40704,0.43849,0.34623,0.95115,1.56581,1.29503,0.000241,0.000241,0.000241
117,14750.2,0.9229,1.38921,1.27686,0.38497,0.48138,0.41336,0.32505,0.97917,1.64173,1.32926,0.0002344,0.0002344,0.0002344
118,14874.9,0.89462,1.39242,1.2599,0.44936,0.47182,0.45375,0.34976,0.97153,1.57431,1.30918,0.0002278,0.0002278,0.0002278
119,14999.7,0.91303,1.36163,1.2616,0.44332,0.48036,0.44146,0.34215,0.94673,1.54422,1.28125,0.0002212,0.0002212,0.0002212
120,15124.5,0.92039,1.34747,1.2626,0.48201,0.44226,0.43153,0.33472,0.94625,1.59047,1.27263,0.0002146,0.0002146,0.0002146
121,15249.2,0.92589,1.36204,1.26643,0.50824,0.45833,0.45981,0.35828,0.94397,1.52454,1.28629,0.000208,0.000208,0.000208
122,15374.1,0.90878,1.3272,1.25816,0.47954,0.46572,0.46324,0.35561,0.95335,1.52968,1.29962,0.0002014,0.0002014,0.0002014
123,15498.9,0.92546,1.33401,1.26316,0.52358,0.44251,0.46933,0.36584,0.94073,1.50008,1.2706,0.0001948,0.0001948,0.0001948
124,15623.9,0.90969,1.3303,1.25935,0.51049,0.44139,0.46734,0.36711,0.93179,1.51836,1.2595,0.0001882,0.0001882,0.0001882
125,15748.8,0.90671,1.34103,1.26523,0.47413,0.47307,0.46488,0.36455,0.96541,1.5571,1.29656,0.0001816,0.0001816,0.0001816
126,15875.1,0.90361,1.30049,1.25722,0.44697,0.46899,0.4561,0.35357,0.93353,1.51839,1.26912,0.000175,0.000175,0.000175
127,15999.9,0.91683,1.33372,1.2633,0.48946,0.45476,0.44732,0.35197,0.93737,1.5598,1.26413,0.0001684,0.0001684,0.0001684
128,16124.8,0.88386,1.29406,1.25039,0.48915,0.47228,0.45954,0.3635,0.92701,1.55631,1.26308,0.0001618,0.0001618,0.0001618
129,16249.5,0.88318,1.28216,1.24374,0.45635,0.48677,0.46059,0.36644,0.93868,1.56361,1.2631,0.0001552,0.0001552,0.0001552
130,16374.4,0.88694,1.28445,1.24821,0.51647,0.43984,0.4642,0.36502,0.94462,1.53788,1.2633,0.0001486,0.0001486,0.0001486
131,16499.4,0.88632,1.24366,1.24291,0.54692,0.41357,0.46156,0.36365,0.92682,1.51232,1.25862,0.000142,0.000142,0.000142
132,16624.3,0.87888,1.26167,1.23758,0.55069,0.44198,0.47701,0.37182,0.93604,1.49888,1.25511,0.0001354,0.0001354,0.0001354
133,16749,0.87901,1.26159,1.23979,0.53401,0.44272,0.4705,0.36847,0.94416,1.48209,1.27537,0.0001288,0.0001288,0.0001288
134,16873.9,0.85847,1.22606,1.22988,0.49635,0.45816,0.46717,0.36845,0.92657,1.53158,1.26443,0.0001222,0.0001222,0.0001222
135,16999,0.87254,1.26176,1.24482,0.49368,0.4815,0.47872,0.37541,0.94199,1.50098,1.27905,0.0001156,0.0001156,0.0001156
136,17124,0.86865,1.23299,1.23541,0.49845,0.48785,0.47722,0.37185,0.92713,1.4929,1.25841,0.000109,0.000109,0.000109
137,17249,0.86838,1.22865,1.23704,0.51565,0.46159,0.47736,0.37468,0.9338,1.51813,1.26518,0.0001024,0.0001024,0.0001024
138,17373.9,0.85987,1.24674,1.23082,0.5534,0.45457,0.48491,0.38475,0.93129,1.52205,1.25793,9.58e-05,9.58e-05,9.58e-05
139,17499.1,0.85328,1.24528,1.22667,0.53431,0.48598,0.49233,0.38653,0.92169,1.47791,1.24424,8.92e-05,8.92e-05,8.92e-05
140,17624.1,0.85456,1.20972,1.22434,0.50535,0.52198,0.49346,0.38951,0.93801,1.48886,1.25665,8.26e-05,8.26e-05,8.26e-05
141,17750.1,0.72314,0.86638,1.12529,0.53843,0.46154,0.48585,0.37991,0.94373,1.52773,1.2621,7.6e-05,7.6e-05,7.6e-05
142,17875.2,0.71238,0.79108,1.11762,0.50878,0.4751,0.48198,0.37915,0.93651,1.55434,1.25698,6.94e-05,6.94e-05,6.94e-05
143,18000.5,0.69742,0.80309,1.10732,0.5021,0.49693,0.48775,0.38181,0.93307,1.52152,1.25807,6.28e-05,6.28e-05,6.28e-05
144,18125.6,0.69729,0.7682,1.10649,0.56098,0.43806,0.4884,0.38684,0.93752,1.51791,1.26209,5.62e-05,5.62e-05,5.62e-05
145,18250.6,0.6987,0.77829,1.11039,0.50983,0.48355,0.48891,0.38558,0.92421,1.52292,1.24961,4.96e-05,4.96e-05,4.96e-05
146,18375.7,0.70153,0.76854,1.11086,0.54624,0.46538,0.49182,0.3906,0.92094,1.50537,1.24184,4.3e-05,4.3e-05,4.3e-05
147,18500.8,0.68107,0.74071,1.09228,0.55228,0.4614,0.4939,0.39132,0.91581,1.49862,1.23873,3.64e-05,3.64e-05,3.64e-05
148,18625.8,0.69264,0.75086,1.09191,0.54987,0.46352,0.48794,0.38505,0.93171,1.50829,1.25716,2.98e-05,2.98e-05,2.98e-05
149,18750.6,0.67716,0.73698,1.08603,0.54183,0.45929,0.48795,0.3835,0.93151,1.51231,1.2598,2.32e-05,2.32e-05,2.32e-05
150,18875.4,0.68519,0.73206,1.09318,0.5656,0.45513,0.49172,0.38882,0.92623,1.5018,1.25165,1.66e-05,1.66e-05,1.66e-05
